mision;activity;time;robot
;TB_enter;2023-08-21 22:55:18;3
;TB_task2;2023-08-21 22:55:23;3
;TA_enter;2023-08-21 22:55:32;0
;TA_task1;2023-08-21 22:55:37;0
;TA_task3;2023-08-21 22:55:39;3
;TB_task3;2023-08-21 22:55:39;3
;TD_enter;2023-08-21 22:55:53;5
;TD_task2;2023-08-21 22:55:58;5
;TC_enter;2023-08-21 22:56:01;2
;TC_task1;2023-08-21 22:56:06;2
;TC_task3;2023-08-21 22:56:08;5
;TD_task3;2023-08-21 22:56:08;5
;TE_enter;2023-08-21 22:56:28;3
;TF_enter;2023-08-21 22:56:29;0
;TE_task1;2023-08-21 22:56:33;3
;TF_task2;2023-08-21 22:56:34;0
;TE_task3;2023-08-21 22:56:36;3
;TF_task3;2023-08-21 22:56:36;3
;TG_enter;2023-08-21 22:56:51;1
;TG_task1;2023-08-21 22:56:56;1
;TH_enter;2023-08-21 22:56:57;2
;TH_task2;2023-08-21 22:57:02;2
;TG_task3;2023-08-21 22:57:03;5
;TH_task3;2023-08-21 22:57:03;5
;TG_task4;2023-08-21 22:57:04;2
;TH_task4;2023-08-21 22:57:04;2
